"Estado","% Ocupación"
"Ciudad de México","77.73"
"Aguascalientes","75.00"
"Coahuila de Zaragoza","75.00"
"Jalisco","66.11"
"Durango","59.57"
"Nuevo León","55.55"
"Querétaro","50.00"
"Puebla","45.09"
"Zacatecas","44.44"
"Guanajuato","42.10"
"San Luis Potosí","40.00"
"Chihuahua","39.02"
"México","38.63"
"Tabasco","37.07"
"Tamaulipas","36.11"
"Hidalgo","30.76"
"Sonora","30.00"
"Yucatán","25.00"
"Sinaloa","24.59"
"Baja California","22.58"
"Veracruz de Ignacio de La Llave","22.05"
"Oaxaca","21.05"
"Guerrero","7.27"
"Campeche","6.66"
"Quintana Roo","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Michoacán de Ocampo","0.00"
"Colima","0.00"
"Nayarit","0.00"
"Chiapas","0.00"
"Baja California Sur","0.00"
