"Estado","% Ocupación"
"Tabasco","51.47"
"Aguascalientes","48.48"
"Ciudad de México","42.12"
"Veracruz de Ignacio de La Llave","40.37"
"Jalisco","40.17"
"Puebla","39.64"
"Tlaxcala","38.52"
"Nuevo León","36.09"
"Querétaro","35.87"
"Colima","35.78"
"Morelos","35.52"
"Hidalgo","34.75"
"Michoacán de Ocampo","33.33"
"Durango","33.33"
"México","33.23"
"Tamaulipas","30.68"
"Oaxaca","29.65"
"Yucatán","26.70"
"Sonora","26.34"
"San Luis Potosí","23.56"
"Baja California","22.83"
"Zacatecas","21.21"
"Nayarit","20.00"
"Guanajuato","17.12"
"Coahuila de Zaragoza","16.76"
"Chihuahua","16.27"
"Chiapas","16.16"
"Sinaloa","15.55"
"Baja California Sur","12.69"
"Guerrero","12.32"
"Campeche","12.30"
"Quintana Roo","11.16"
