"Estado","% Ocupación"
"Baja California","39.50"
"Aguascalientes","32.35"
"Chihuahua","27.04"
"Coahuila de Zaragoza","25.27"
"Sonora","23.93"
"Durango","21.87"
"Puebla","20.30"
"Nuevo León","16.55"
"Ciudad de México","13.48"
"Querétaro","11.96"
"San Luis Potosí","11.34"
"Morelos","10.25"
"Sinaloa","9.92"
"Tlaxcala","9.85"
"Yucatán","9.72"
"Tamaulipas","9.72"
"Zacatecas","9.17"
"Tabasco","9.09"
"Jalisco","9.06"
"Guanajuato","8.88"
"Nayarit","8.88"
"México","8.85"
"Oaxaca","7.69"
"Colima","7.14"
"Hidalgo","6.42"
"Michoacán de Ocampo","5.20"
"Baja California Sur","5.08"
"Veracruz de Ignacio de La Llave","4.71"
"Campeche","2.40"
"Quintana Roo","1.64"
"Guerrero","1.58"
"Chiapas","1.50"
