"Estado","% Ocupación"
"Aguascalientes","25.64"
"Chihuahua","23.91"
"Nuevo León","19.66"
"Ciudad de México","16.94"
"Tlaxcala","14.89"
"Baja California Sur","12.16"
"Durango","10.78"
"Sinaloa","8.15"
"Querétaro","7.92"
"Hidalgo","7.34"
"Oaxaca","7.24"
"Tamaulipas","7.10"
"Colima","6.66"
"Jalisco","6.30"
"Veracruz de Ignacio de La Llave","6.27"
"Puebla","6.26"
"Nayarit","5.74"
"Guerrero","5.52"
"Sonora","5.12"
"Coahuila de Zaragoza","5.09"
"Baja California","4.77"
"México","4.29"
"San Luis Potosí","3.52"
"Zacatecas","3.37"
"Morelos","3.29"
"Guanajuato","3.12"
"Michoacán de Ocampo","2.52"
"Chiapas","1.31"
"Yucatán","1.07"
"Quintana Roo","0.76"
"Tabasco","0.65"
"Campeche","0.26"
