"Estado","% Ocupación"
"Chihuahua","22.34"
"Aguascalientes","14.28"
"Nuevo León","14.14"
"Durango","10.46"
"Sinaloa","10.40"
"Colima","9.83"
"Baja California Sur","7.04"
"Sonora","5.94"
"Tamaulipas","5.16"
"Zacatecas","4.68"
"Ciudad de México","4.37"
"Veracruz de Ignacio de La Llave","4.30"
"Tlaxcala","4.25"
"Baja California","4.12"
"Jalisco","3.98"
"Puebla","3.71"
"Coahuila de Zaragoza","3.60"
"México","3.41"
"Oaxaca","3.38"
"Guerrero","3.31"
"Guanajuato","3.13"
"Querétaro","2.97"
"Hidalgo","2.84"
"Morelos","2.56"
"Yucatán","1.84"
"Quintana Roo","1.52"
"Chiapas","1.07"
"Michoacán de Ocampo","0.94"
"San Luis Potosí","0.44"
"Tabasco","0.00"
"Campeche","0.00"
"Nayarit","0.00"
