"Estado","% Ocupación"
"Colima","63.88"
"Tabasco","59.45"
"Veracruz de Ignacio de La Llave","52.10"
"Nuevo León","51.29"
"Jalisco","47.26"
"Aguascalientes","46.87"
"Querétaro","44.01"
"Morelos","42.30"
"Michoacán de Ocampo","41.84"
"Ciudad de México","41.56"
"Hidalgo","41.44"
"Puebla","40.79"
"Tamaulipas","40.07"
"México","38.80"
"Oaxaca","38.51"
"San Luis Potosí","38.18"
"Tlaxcala","38.13"
"Yucatán","35.59"
"Nayarit","32.00"
"Zacatecas","28.67"
"Durango","28.40"
"Sonora","27.63"
"Coahuila de Zaragoza","23.80"
"Baja California","23.57"
"Sinaloa","19.63"
"Guerrero","19.55"
"Chihuahua","18.75"
"Chiapas","17.21"
"Guanajuato","16.98"
"Baja California Sur","14.36"
"Campeche","13.88"
"Quintana Roo","13.00"
