"Estado","% Ocupación"
"Querétaro","100.00"
"Puebla","19.14"
"Michoacán de Ocampo","16.66"
"Nuevo León","15.46"
"Durango","14.28"
"Ciudad de México","12.71"
"Chihuahua","12.50"
"México","9.34"
"Sonora","7.69"
"Tabasco","7.69"
"Jalisco","7.40"
"Guanajuato","7.40"
"Zacatecas","5.55"
"Campeche","5.00"
"Yucatán","4.00"
"Sinaloa","3.92"
"Veracruz de Ignacio de La Llave","1.92"
"Tamaulipas","1.88"
"Nayarit","0.00"
"San Luis Potosí","0.00"
"Oaxaca","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Quintana Roo","0.00"
"Aguascalientes","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Morelos","0.00"
"Coahuila de Zaragoza","0.00"
"Guerrero","0.00"
"Baja California","0.00"
