"Estado","% Ocupación"
"Baja California Sur","56.19"
"Sinaloa","51.89"
"Yucatán","50.00"
"Oaxaca","42.69"
"Ciudad de México","39.25"
"Tabasco","34.13"
"Colima","33.33"
"Nuevo León","30.60"
"Veracruz de Ignacio de La Llave","25.39"
"Sonora","24.74"
"México","21.51"
"Guerrero","20.78"
"Nayarit","19.81"
"Tamaulipas","17.55"
"Jalisco","17.42"
"Quintana Roo","15.15"
"Hidalgo","14.65"
"Baja California","14.14"
"Campeche","14.06"
"Durango","12.50"
"Morelos","12.19"
"Tlaxcala","10.81"
"Michoacán de Ocampo","10.36"
"Aguascalientes","9.75"
"San Luis Potosí","9.16"
"Chiapas","9.15"
"Querétaro","6.66"
"Chihuahua","6.32"
"Puebla","6.18"
"Guanajuato","2.96"
"Coahuila de Zaragoza","2.64"
"Zacatecas","1.53"
