"Estado","% Ocupación"
"Aguascalientes","46.70"
"Baja California","40.38"
"Sonora","36.80"
"Puebla","36.66"
"Guanajuato","34.07"
"Chihuahua","33.33"
"Nuevo León","33.06"
"Coahuila de Zaragoza","31.81"
"Durango","30.76"
"Querétaro","29.26"
"Morelos","27.85"
"Tabasco","26.61"
"Nayarit","25.71"
"Jalisco","25.63"
"Tamaulipas","24.86"
"Michoacán de Ocampo","24.64"
"Ciudad de México","24.62"
"Hidalgo","23.68"
"México","23.00"
"Veracruz de Ignacio de La Llave","22.91"
"Oaxaca","22.56"
"San Luis Potosí","22.18"
"Quintana Roo","22.09"
"Sinaloa","21.18"
"Colima","19.23"
"Guerrero","18.48"
"Tlaxcala","16.53"
"Baja California Sur","11.22"
"Zacatecas","11.22"
"Chiapas","10.78"
"Yucatán","10.52"
"Campeche","7.74"
