"Estado","% Ocupación"
"Tlaxcala","20.00"
"Aguascalientes","17.64"
"Baja California Sur","15.38"
"Nuevo León","11.62"
"Querétaro","11.11"
"Yucatán","8.69"
"Puebla","8.47"
"Jalisco","8.33"
"Veracruz de Ignacio de La Llave","7.59"
"Ciudad de México","6.31"
"México","6.18"
"Baja California","6.06"
"Morelos","5.88"
"Tamaulipas","5.88"
"Chihuahua","5.19"
"Colima","4.54"
"Campeche","4.34"
"San Luis Potosí","3.70"
"Michoacán de Ocampo","3.63"
"Guanajuato","3.22"
"Sinaloa","2.56"
"Oaxaca","2.22"
"Chiapas","1.75"
"Sonora","1.75"
"Guerrero","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Tabasco","0.00"
"Hidalgo","0.00"
"Durango","0.00"
"Zacatecas","0.00"
