"Estado","% Ocupación"
"Baja California","40.78"
"Aguascalientes","34.00"
"Chihuahua","31.28"
"Sonora","28.03"
"Coahuila de Zaragoza","20.68"
"Durango","17.44"
"Baja California Sur","16.66"
"Nuevo León","15.77"
"San Luis Potosí","10.31"
"Puebla","9.58"
"Tlaxcala","9.37"
"Tamaulipas","8.64"
"Sinaloa","8.45"
"Ciudad de México","7.56"
"Zacatecas","7.33"
"Jalisco","6.89"
"Querétaro","6.78"
"Morelos","6.38"
"Oaxaca","6.25"
"Tabasco","5.97"
"Guanajuato","5.60"
"Veracruz de Ignacio de La Llave","5.55"
"Yucatán","4.30"
"México","4.27"
"Hidalgo","4.16"
"Michoacán de Ocampo","2.11"
"Chiapas","1.89"
"Campeche","1.17"
"Guerrero","1.11"
"Quintana Roo","0.54"
"Nayarit","0.00"
"Colima","0.00"
