"Estado","% Ocupación"
"Chihuahua","57.60"
"Aguascalientes","51.42"
"Sonora","43.22"
"Baja California","41.34"
"Coahuila de Zaragoza","33.20"
"Durango","31.29"
"Nuevo León","27.27"
"Sinaloa","24.04"
"Ciudad de México","21.58"
"San Luis Potosí","21.26"
"Guanajuato","18.63"
"Puebla","17.57"
"Zacatecas","17.24"
"Tamaulipas","12.50"
"Hidalgo","11.21"
"Jalisco","9.24"
"Oaxaca","8.57"
"México","7.89"
"Nayarit","7.52"
"Quintana Roo","6.45"
"Querétaro","6.45"
"Veracruz de Ignacio de La Llave","5.93"
"Morelos","5.52"
"Guerrero","4.69"
"Baja California Sur","4.08"
"Michoacán de Ocampo","4.00"
"Tabasco","3.23"
"Colima","1.73"
"Chiapas","1.48"
"Campeche","1.42"
"Yucatán","1.33"
"Tlaxcala","0.00"
