"Estado","% Ocupación"
"Chihuahua","57.59"
"Baja California","50.08"
"Sonora","44.82"
"Aguascalientes","42.17"
"Coahuila de Zaragoza","39.47"
"Durango","31.61"
"Puebla","28.80"
"Nuevo León","28.67"
"Sinaloa","23.94"
"Guanajuato","23.56"
"San Luis Potosí","19.77"
"Ciudad de México","15.44"
"Tamaulipas","15.04"
"Nayarit","14.85"
"Querétaro","13.94"
"Oaxaca","13.71"
"Baja California Sur","13.04"
"Jalisco","12.80"
"México","12.21"
"Morelos","10.95"
"Tlaxcala","10.43"
"Guerrero","10.37"
"Veracruz de Ignacio de La Llave","10.04"
"Hidalgo","9.89"
"Quintana Roo","9.03"
"Michoacán de Ocampo","8.85"
"Colima","8.18"
"Tabasco","6.90"
"Zacatecas","6.25"
"Yucatán","3.47"
"Chiapas","3.11"
"Campeche","1.26"
