"Estado","% Ocupación"
"Chihuahua","54.98"
"Baja California","52.65"
"Durango","44.52"
"Sonora","44.50"
"Aguascalientes","41.78"
"Coahuila de Zaragoza","38.06"
"Nuevo León","23.66"
"Puebla","22.25"
"Guanajuato","21.81"
"Sinaloa","21.28"
"San Luis Potosí","18.99"
"Tamaulipas","18.13"
"Hidalgo","13.82"
"Jalisco","13.70"
"Nayarit","12.63"
"Oaxaca","11.29"
"Querétaro","11.06"
"Tlaxcala","10.71"
"Quintana Roo","10.19"
"Ciudad de México","10.00"
"Veracruz de Ignacio de La Llave","9.83"
"México","9.67"
"Baja California Sur","8.44"
"Zacatecas","7.52"
"Guerrero","7.26"
"Michoacán de Ocampo","7.04"
"Morelos","6.48"
"Tabasco","4.47"
"Colima","4.44"
"Yucatán","2.99"
"Chiapas","2.00"
"Campeche","0.74"
