"Estado","% Ocupación"
"Nuevo León","35.90"
"Aguascalientes","34.75"
"Hidalgo","31.53"
"Querétaro","31.38"
"Colima","28.43"
"Oaxaca","28.28"
"Ciudad de México","26.77"
"Baja California Sur","25.60"
"Veracruz de Ignacio de La Llave","24.31"
"Morelos","21.53"
"Puebla","19.48"
"México","19.25"
"Michoacán de Ocampo","19.02"
"Chihuahua","18.34"
"Durango","17.85"
"Coahuila de Zaragoza","17.44"
"Sinaloa","17.32"
"Guerrero","17.24"
"Tamaulipas","17.02"
"Sonora","17.01"
"Jalisco","16.95"
"Baja California","14.55"
"San Luis Potosí","12.74"
"Guanajuato","11.74"
"Tlaxcala","11.36"
"Zacatecas","10.47"
"Nayarit","9.34"
"Tabasco","8.93"
"Chiapas","6.65"
"Yucatán","4.80"
"Quintana Roo","4.69"
"Campeche","3.66"
