"Estado","% Ocupación"
"Colima","82.97"
"Ciudad de México","67.52"
"Nayarit","65.34"
"Oaxaca","61.95"
"Nuevo León","58.09"
"Sinaloa","53.71"
"Yucatán","51.20"
"Durango","46.15"
"Baja California Sur","45.71"
"Sonora","45.26"
"Guerrero","42.51"
"Jalisco","42.04"
"Hidalgo","39.39"
"Tabasco","34.93"
"México","31.45"
"Veracruz de Ignacio de La Llave","31.38"
"Tlaxcala","30.00"
"Michoacán de Ocampo","25.23"
"Tamaulipas","24.88"
"Puebla","23.07"
"Querétaro","21.33"
"Quintana Roo","20.32"
"Chiapas","19.85"
"Baja California","18.47"
"San Luis Potosí","17.74"
"Morelos","17.54"
"Chihuahua","16.44"
"Aguascalientes","15.59"
"Zacatecas","13.84"
"Campeche","10.71"
"Coahuila de Zaragoza","9.72"
"Guanajuato","7.50"
