"Estado","% Ocupación"
"Zacatecas","100.00"
"Querétaro","85.00"
"Yucatán","65.21"
"Tabasco","60.95"
"Morelos","60.00"
"Aguascalientes","60.00"
"Puebla","58.42"
"Tlaxcala","50.00"
"Michoacán de Ocampo","50.00"
"Ciudad de México","49.49"
"Tamaulipas","47.31"
"México","43.75"
"Guanajuato","42.85"
"Jalisco","42.78"
"Veracruz de Ignacio de La Llave","40.42"
"Nuevo León","39.43"
"Durango","33.96"
"Chihuahua","30.23"
"Coahuila de Zaragoza","27.27"
"San Luis Potosí","24.44"
"Sinaloa","23.33"
"Baja California","21.21"
"Oaxaca","19.23"
"Chiapas","19.14"
"Hidalgo","15.15"
"Quintana Roo","12.50"
"Guerrero","11.42"
"Colima","10.00"
"Sonora","9.09"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Campeche","0.00"
