"Estado","% Ocupación"
"Morelos","100.00"
"Colima","100.00"
"Querétaro","95.00"
"Zacatecas","92.59"
"Tlaxcala","87.50"
"Durango","78.26"
"Michoacán de Ocampo","73.91"
"Yucatán","73.07"
"Nuevo León","71.50"
"Tabasco","70.90"
"Puebla","70.00"
"Jalisco","66.94"
"Ciudad de México","66.23"
"Coahuila de Zaragoza","63.63"
"México","62.36"
"Aguascalientes","61.29"
"Sonora","60.52"
"Sinaloa","60.00"
"Guanajuato","59.64"
"Veracruz de Ignacio de La Llave","58.33"
"Tamaulipas","58.33"
"Oaxaca","55.26"
"San Luis Potosí","54.09"
"Hidalgo","33.33"
"Guerrero","33.33"
"Quintana Roo","29.03"
"Chihuahua","24.52"
"Campeche","10.00"
"Baja California","9.67"
"Chiapas","7.31"
"Nayarit","0.00"
"Baja California Sur","0.00"
