"Estado","% Ocupación"
"Nuevo León","64.48"
"Ciudad de México","54.12"
"Aguascalientes","53.71"
"Puebla","53.07"
"Hidalgo","49.01"
"Colima","48.92"
"Nayarit","48.59"
"Coahuila de Zaragoza","47.36"
"Chihuahua","46.59"
"Durango","46.55"
"Morelos","45.32"
"San Luis Potosí","44.94"
"Oaxaca","44.44"
"Zacatecas","43.44"
"Sonora","43.25"
"México","43.17"
"Jalisco","41.77"
"Guanajuato","40.16"
"Querétaro","38.84"
"Tamaulipas","38.67"
"Veracruz de Ignacio de La Llave","36.42"
"Baja California","36.16"
"Sinaloa","35.86"
"Guerrero","35.10"
"Tlaxcala","26.71"
"Tabasco","26.35"
"Baja California Sur","26.21"
"Michoacán de Ocampo","24.90"
"Quintana Roo","17.52"
"Yucatán","12.97"
"Campeche","11.91"
"Chiapas","7.26"
