"Estado","% Ocupación"
"Morelos","59.09"
"Aguascalientes","50.39"
"Tlaxcala","33.66"
"Jalisco","32.69"
"Colima","32.25"
"Coahuila de Zaragoza","31.73"
"Puebla","30.03"
"Baja California","27.47"
"Nuevo León","27.15"
"Tabasco","27.09"
"México","26.10"
"Ciudad de México","25.49"
"Tamaulipas","25.35"
"Veracruz de Ignacio de La Llave","25.08"
"Yucatán","24.33"
"Zacatecas","24.07"
"Oaxaca","24.07"
"Querétaro","23.98"
"Michoacán de Ocampo","23.72"
"Nayarit","22.44"
"Hidalgo","20.40"
"Sonora","17.83"
"Durango","17.24"
"Chihuahua","16.66"
"San Luis Potosí","13.87"
"Guanajuato","13.26"
"Chiapas","11.02"
"Sinaloa","10.14"
"Campeche","5.71"
"Quintana Roo","5.37"
"Baja California Sur","4.72"
"Guerrero","4.71"
