"Estado","% Ocupación"
"Baja California","43.75"
"Chihuahua","40.74"
"Aguascalientes","38.39"
"Durango","21.42"
"Coahuila de Zaragoza","21.33"
"Sonora","16.12"
"Baja California Sur","16.00"
"Sinaloa","14.28"
"Ciudad de México","13.04"
"Zacatecas","12.84"
"Nuevo León","12.34"
"Puebla","10.45"
"Jalisco","8.61"
"Guanajuato","8.34"
"Tamaulipas","8.12"
"San Luis Potosí","8.06"
"Tlaxcala","7.93"
"Querétaro","7.23"
"Nayarit","6.52"
"Morelos","5.35"
"Colima","5.00"
"Veracruz de Ignacio de La Llave","4.87"
"México","4.60"
"Hidalgo","4.25"
"Michoacán de Ocampo","3.92"
"Yucatán","3.19"
"Oaxaca","2.89"
"Tabasco","1.83"
"Guerrero","1.58"
"Chiapas","0.76"
"Campeche","0.00"
"Quintana Roo","0.00"
