"Estado","% Ocupación"
"Tlaxcala","33.33"
"Querétaro","14.75"
"Ciudad de México","11.17"
"Aguascalientes","9.33"
"Nuevo León","8.37"
"Baja California Sur","7.14"
"Colima","5.76"
"Jalisco","5.65"
"México","5.63"
"Puebla","5.19"
"Sonora","4.62"
"Michoacán de Ocampo","4.04"
"Hidalgo","3.44"
"Nayarit","3.22"
"Chihuahua","3.12"
"Baja California","2.66"
"Tamaulipas","2.59"
"Durango","2.43"
"Yucatán","2.28"
"San Luis Potosí","1.90"
"Veracruz de Ignacio de La Llave","1.87"
"Campeche","1.86"
"Coahuila de Zaragoza","1.60"
"Guanajuato","1.21"
"Chiapas","0.81"
"Guerrero","0.66"
"Quintana Roo","0.64"
"Tabasco","0.55"
"Sinaloa","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Oaxaca","0.00"
