"Estado","% Ocupación"
"Baja California","41.60"
"Aguascalientes","33.00"
"Chihuahua","32.00"
"Sonora","30.07"
"Coahuila de Zaragoza","26.96"
"Durango","25.00"
"Baja California Sur","21.73"
"Puebla","18.54"
"Nuevo León","16.19"
"San Luis Potosí","13.11"
"Ciudad de México","11.60"
"Jalisco","9.69"
"Tlaxcala","9.58"
"Guanajuato","8.82"
"Oaxaca","8.60"
"Querétaro","8.44"
"Tamaulipas","8.33"
"Sinaloa","7.89"
"México","7.64"
"Yucatán","6.95"
"Morelos","6.81"
"Veracruz de Ignacio de La Llave","6.66"
"Colima","6.55"
"Nayarit","6.12"
"Zacatecas","5.50"
"Tabasco","5.45"
"Hidalgo","5.12"
"Michoacán de Ocampo","4.11"
"Chiapas","1.87"
"Campeche","1.65"
"Quintana Roo","1.47"
"Guerrero","1.06"
