"Estado","% Ocupación"
"Tlaxcala","12.00"
"Oaxaca","5.26"
"Yucatán","4.26"
"Jalisco","3.89"
"Colima","3.84"
"Sonora","2.66"
"Veracruz de Ignacio de La Llave","2.18"
"Zacatecas","2.17"
"Campeche","1.90"
"Morelos","1.78"
"Aguascalientes","1.61"
"México","1.54"
"Puebla","1.43"
"Tamaulipas","1.08"
"Baja California","1.01"
"San Luis Potosí","0.98"
"Ciudad de México","0.94"
"Chihuahua","0.71"
"Guanajuato","0.71"
"Michoacán de Ocampo","0.67"
"Chiapas","0.40"
"Coahuila de Zaragoza","0.00"
"Nuevo León","0.00"
"Quintana Roo","0.00"
"Hidalgo","0.00"
"Sinaloa","0.00"
"Tabasco","0.00"
"Nayarit","0.00"
"Querétaro","0.00"
"Durango","0.00"
"Baja California Sur","0.00"
"Guerrero","0.00"
