"Estado","% Ocupación"
"Nuevo León","18.65"
"Aguascalientes","13.51"
"Oaxaca","13.33"
"Durango","12.00"
"Sinaloa","8.52"
"Tamaulipas","8.51"
"Colima","8.00"
"Zacatecas","5.00"
"Baja California Sur","4.54"
"Hidalgo","3.35"
"Chihuahua","3.03"
"Veracruz de Ignacio de La Llave","2.98"
"Nayarit","2.85"
"Morelos","2.74"
"Guanajuato","2.72"
"Jalisco","2.42"
"Sonora","2.29"
"Puebla","2.04"
"Coahuila de Zaragoza","1.83"
"San Luis Potosí","1.50"
"Baja California","1.44"
"Guerrero","1.31"
"México","1.23"
"Michoacán de Ocampo","1.10"
"Quintana Roo","0.75"
"Ciudad de México","0.73"
"Yucatán","0.62"
"Campeche","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
"Tabasco","0.00"
"Querétaro","0.00"
