"Estado","% Ocupación"
"Colima","73.21"
"Nayarit","72.22"
"Ciudad de México","67.70"
"Nuevo León","66.60"
"Oaxaca","59.48"
"Sinaloa","54.45"
"Durango","51.31"
"Guerrero","50.98"
"Hidalgo","44.77"
"Jalisco","44.59"
"Yucatán","43.01"
"Baja California Sur","42.92"
"Sonora","42.28"
"Veracruz de Ignacio de La Llave","41.69"
"México","38.87"
"Tabasco","37.50"
"Tlaxcala","33.33"
"Tamaulipas","26.94"
"San Luis Potosí","26.77"
"Querétaro","25.51"
"Michoacán de Ocampo","25.00"
"Zacatecas","24.59"
"Puebla","23.70"
"Quintana Roo","20.62"
"Aguascalientes","18.54"
"Chiapas","17.89"
"Baja California","16.98"
"Chihuahua","16.98"
"Morelos","15.62"
"Coahuila de Zaragoza","10.00"
"Guanajuato","7.54"
"Campeche","6.81"
