"Estado","% Ocupación"
"Colima","100.00"
"Coahuila de Zaragoza","66.66"
"Querétaro","65.00"
"Aguascalientes","60.60"
"Puebla","45.45"
"Guanajuato","41.81"
"Michoacán de Ocampo","40.00"
"Zacatecas","35.00"
"Durango","34.88"
"Chihuahua","33.33"
"Yucatán","33.33"
"Sonora","32.35"
"San Luis Potosí","27.58"
"Nuevo León","25.30"
"Ciudad de México","21.85"
"México","21.49"
"Jalisco","17.61"
"Tabasco","16.83"
"Oaxaca","16.66"
"Tamaulipas","14.49"
"Hidalgo","10.71"
"Sinaloa","8.06"
"Veracruz de Ignacio de La Llave","7.69"
"Quintana Roo","6.38"
"Guerrero","5.26"
"Baja California","3.22"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Nayarit","0.00"
