"Estado","% Ocupación"
"Chihuahua","62.61"
"Baja California","49.05"
"Aguascalientes","41.78"
"Sonora","39.82"
"Coahuila de Zaragoza","37.04"
"Durango","30.21"
"Puebla","29.11"
"Nuevo León","25.02"
"Sinaloa","24.55"
"Guanajuato","22.16"
"San Luis Potosí","20.91"
"Ciudad de México","16.55"
"Tamaulipas","15.87"
"Jalisco","15.13"
"México","12.96"
"Oaxaca","12.50"
"Querétaro","12.35"
"Guerrero","11.63"
"Morelos","11.21"
"Colima","10.89"
"Hidalgo","10.63"
"Tlaxcala","10.43"
"Veracruz de Ignacio de La Llave","10.38"
"Nayarit","9.57"
"Michoacán de Ocampo","8.65"
"Baja California Sur","8.33"
"Zacatecas","8.24"
"Quintana Roo","7.89"
"Tabasco","6.16"
"Yucatán","3.24"
"Chiapas","2.51"
"Campeche","1.46"
