"Estado","% Ocupación"
"Aguascalientes","47.28"
"Tabasco","45.66"
"Michoacán de Ocampo","39.47"
"Yucatán","37.98"
"Tlaxcala","36.36"
"Ciudad de México","36.28"
"Jalisco","35.80"
"Nuevo León","35.53"
"Puebla","34.84"
"Veracruz de Ignacio de La Llave","34.38"
"Colima","31.11"
"Oaxaca","30.63"
"Tamaulipas","29.58"
"Querétaro","28.24"
"México","28.04"
"Hidalgo","25.97"
"Baja California","25.96"
"Chihuahua","24.51"
"Morelos","24.00"
"Durango","23.42"
"San Luis Potosí","21.68"
"Zacatecas","21.09"
"Coahuila de Zaragoza","19.64"
"Nayarit","19.44"
"Sonora","16.43"
"Chiapas","15.44"
"Guanajuato","14.24"
"Sinaloa","14.15"
"Baja California Sur","12.42"
"Quintana Roo","8.09"
"Guerrero","7.45"
"Campeche","7.24"
