"Estado","% Ocupación"
"Colima","89.11"
"Nayarit","78.20"
"Guerrero","75.99"
"Nuevo León","74.73"
"Puebla","74.63"
"Hidalgo","73.62"
"Veracruz de Ignacio de La Llave","71.94"
"Ciudad de México","70.76"
"Durango","67.10"
"San Luis Potosí","64.92"
"Tlaxcala","64.36"
"México","63.46"
"Morelos","60.00"
"Jalisco","56.13"
"Oaxaca","55.55"
"Sinaloa","54.37"
"Sonora","52.48"
"Quintana Roo","51.77"
"Michoacán de Ocampo","48.21"
"Zacatecas","46.53"
"Querétaro","45.79"
"Tamaulipas","45.66"
"Aguascalientes","44.23"
"Coahuila de Zaragoza","43.38"
"Tabasco","37.81"
"Baja California Sur","32.41"
"Baja California","26.29"
"Chiapas","24.06"
"Guanajuato","23.96"
"Chihuahua","17.32"
"Yucatán","16.51"
"Campeche","11.78"
