"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Querétaro","72.00"
"Colima","66.66"
"Aguascalientes","54.83"
"Chihuahua","48.48"
"Yucatán","37.50"
"Michoacán de Ocampo","36.36"
"Durango","34.88"
"Puebla","32.00"
"Sonora","30.61"
"Zacatecas","30.00"
"Nuevo León","26.04"
"Tamaulipas","25.71"
"Guanajuato","25.00"
"Baja California","20.00"
"Ciudad de México","20.00"
"Tabasco","19.27"
"San Luis Potosí","17.85"
"México","17.85"
"Jalisco","16.75"
"Hidalgo","15.38"
"Sinaloa","10.41"
"Veracruz de Ignacio de La Llave","7.69"
"Guerrero","1.31"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
"Campeche","0.00"
