"Estado","% Ocupación"
"Baja California Sur","58.49"
"Sinaloa","53.92"
"Ciudad de México","53.42"
"Hidalgo","45.31"
"Oaxaca","45.28"
"Sonora","44.16"
"Quintana Roo","42.20"
"Nuevo León","41.02"
"Guerrero","40.27"
"Nayarit","40.27"
"Tamaulipas","38.91"
"Veracruz de Ignacio de La Llave","38.37"
"Durango","36.78"
"México","32.10"
"Jalisco","29.55"
"Colima","28.71"
"Tabasco","25.40"
"Yucatán","23.76"
"Baja California","22.51"
"Tlaxcala","21.62"
"Michoacán de Ocampo","21.29"
"Puebla","20.80"
"Morelos","19.80"
"Aguascalientes","17.02"
"Querétaro","16.31"
"Zacatecas","15.46"
"Chihuahua","12.76"
"San Luis Potosí","11.58"
"Campeche","10.04"
"Coahuila de Zaragoza","9.57"
"Chiapas","9.06"
"Guanajuato","5.13"
