"Estado","% Ocupación"
"Querétaro","100.00"
"Durango","100.00"
"Colima","100.00"
"Oaxaca","86.48"
"Sinaloa","81.39"
"Nuevo León","72.13"
"Yucatán","69.56"
"Ciudad de México","66.06"
"Michoacán de Ocampo","61.11"
"Zacatecas","61.11"
"Jalisco","49.81"
"Veracruz de Ignacio de La Llave","48.86"
"Coahuila de Zaragoza","45.45"
"Puebla","43.42"
"San Luis Potosí","43.24"
"Sonora","40.81"
"Guanajuato","40.00"
"Guerrero","38.88"
"México","37.14"
"Tabasco","36.61"
"Tamaulipas","36.17"
"Quintana Roo","30.64"
"Chihuahua","29.23"
"Hidalgo","26.66"
"Baja California Sur","25.00"
"Aguascalientes","23.07"
"Campeche","15.62"
"Chiapas","13.33"
"Baja California","10.81"
"Morelos","5.26"
"Tlaxcala","0.00"
"Nayarit","0.00"
