"Estado","% Ocupación"
"Nayarit","9.09"
"Chihuahua","4.16"
"Oaxaca","3.50"
"Ciudad de México","2.34"
"Tamaulipas","2.14"
"Michoacán de Ocampo","2.11"
"Yucatán","1.97"
"Sonora","1.96"
"Nuevo León","1.86"
"Baja California","1.55"
"Hidalgo","1.49"
"Sinaloa","1.13"
"Jalisco","1.06"
"México","0.82"
"Veracruz de Ignacio de La Llave","0.70"
"Guanajuato","0.49"
"Guerrero","0.00"
"San Luis Potosí","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Durango","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Colima","0.00"
"Tabasco","0.00"
"Puebla","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
