"Estado","% Ocupación"
"Chihuahua","17.72"
"Aguascalientes","15.78"
"Nuevo León","13.04"
"Colima","11.29"
"Durango","10.89"
"Baja California Sur","8.33"
"Zacatecas","6.74"
"Sinaloa","6.39"
"Tlaxcala","6.38"
"Veracruz de Ignacio de La Llave","4.89"
"Oaxaca","4.83"
"Tamaulipas","4.79"
"Coahuila de Zaragoza","4.46"
"Sonora","4.27"
"Jalisco","3.85"
"Ciudad de México","3.75"
"Guerrero","3.31"
"Baja California","3.13"
"Quintana Roo","3.03"
"México","2.99"
"Guanajuato","2.85"
"Hidalgo","2.28"
"Morelos","2.18"
"Puebla","2.17"
"Yucatán","1.23"
"Chiapas","1.03"
"Querétaro","1.00"
"San Luis Potosí","0.90"
"Tabasco","0.88"
"Michoacán de Ocampo","0.73"
"Campeche","0.00"
"Nayarit","0.00"
