"Estado","% Ocupación"
"Colima","100.00"
"Nayarit","100.00"
"Durango","97.36"
"Querétaro","90.00"
"Oaxaca","87.23"
"Zacatecas","83.33"
"Sinaloa","81.81"
"Michoacán de Ocampo","81.25"
"Ciudad de México","78.86"
"Nuevo León","78.74"
"San Luis Potosí","58.13"
"Jalisco","55.43"
"Puebla","55.17"
"Sonora","52.27"
"Yucatán","52.00"
"México","50.34"
"Tamaulipas","48.57"
"Veracruz de Ignacio de La Llave","48.51"
"Guerrero","46.25"
"Aguascalientes","46.15"
"Tabasco","41.02"
"Guanajuato","40.38"
"Hidalgo","38.46"
"Coahuila de Zaragoza","36.36"
"Chihuahua","31.48"
"Chiapas","30.50"
"Quintana Roo","30.15"
"Morelos","21.73"
"Baja California","8.10"
"Campeche","3.33"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
