"Estado","% Ocupación"
"Puebla","64.48"
"Veracruz de Ignacio de La Llave","62.10"
"Tabasco","59.24"
"Durango","59.18"
"Tlaxcala","58.77"
"Hidalgo","55.65"
"Oaxaca","52.17"
"Nuevo León","52.11"
"Morelos","51.29"
"Colima","50.00"
"México","49.39"
"Aguascalientes","47.84"
"Ciudad de México","46.95"
"Michoacán de Ocampo","45.20"
"Zacatecas","43.75"
"Querétaro","43.57"
"San Luis Potosí","42.85"
"Jalisco","40.70"
"Tamaulipas","40.23"
"Sonora","38.87"
"Coahuila de Zaragoza","37.99"
"Nayarit","37.71"
"Guanajuato","33.41"
"Guerrero","29.28"
"Baja California","29.05"
"Quintana Roo","26.16"
"Sinaloa","26.13"
"Yucatán","20.62"
"Campeche","19.77"
"Chiapas","17.59"
"Baja California Sur","15.71"
"Chihuahua","14.49"
