"Estado","% Ocupación"
"Baja California Sur","67.79"
"Quintana Roo","40.17"
"Tamaulipas","37.41"
"Sinaloa","36.23"
"Sonora","35.81"
"Ciudad de México","32.37"
"Tabasco","26.55"
"Durango","25.97"
"Nayarit","25.83"
"Yucatán","25.52"
"Nuevo León","23.73"
"Oaxaca","23.22"
"Veracruz de Ignacio de La Llave","23.00"
"Aguascalientes","22.22"
"Baja California","17.51"
"Hidalgo","16.53"
"México","15.62"
"Jalisco","15.48"
"Campeche","14.83"
"Guerrero","12.99"
"Puebla","11.59"
"Colima","10.12"
"Coahuila de Zaragoza","10.11"
"Chihuahua","8.67"
"Morelos","8.58"
"Michoacán de Ocampo","7.80"
"San Luis Potosí","6.49"
"Chiapas","5.61"
"Querétaro","5.30"
"Zacatecas","4.95"
"Tlaxcala","3.70"
"Guanajuato","2.17"
