"Estado","% Ocupación"
"Baja California","35.79"
"Chihuahua","31.78"
"Aguascalientes","30.30"
"Puebla","21.19"
"Sonora","19.88"
"Coahuila de Zaragoza","19.82"
"Durango","15.66"
"Querétaro","14.62"
"Nuevo León","14.19"
"Yucatán","13.46"
"Ciudad de México","12.06"
"Jalisco","12.00"
"Tlaxcala","11.26"
"Nayarit","11.11"
"San Luis Potosí","10.93"
"México","10.47"
"Tamaulipas","10.16"
"Michoacán de Ocampo","9.23"
"Hidalgo","9.16"
"Morelos","8.92"
"Guanajuato","7.96"
"Tabasco","7.79"
"Zacatecas","7.33"
"Sinaloa","7.09"
"Colima","6.06"
"Veracruz de Ignacio de La Llave","5.48"
"Oaxaca","5.37"
"Quintana Roo","2.95"
"Baja California Sur","2.58"
"Guerrero","1.59"
"Chiapas","1.51"
"Campeche","0.00"
