"Estado","% Ocupación"
"Baja California Sur","58.29"
"Yucatán","55.55"
"Sinaloa","40.66"
"Oaxaca","38.29"
"Ciudad de México","37.20"
"Tabasco","35.05"
"Nayarit","33.84"
"Sonora","26.25"
"Colima","24.59"
"Veracruz de Ignacio de La Llave","24.22"
"Nuevo León","22.93"
"Tamaulipas","18.13"
"México","17.51"
"Campeche","16.42"
"Quintana Roo","16.38"
"Jalisco","16.37"
"Hidalgo","15.87"
"Baja California","14.62"
"Guerrero","12.56"
"Durango","12.50"
"Tlaxcala","10.97"
"Morelos","10.00"
"Michoacán de Ocampo","9.94"
"San Luis Potosí","9.84"
"Aguascalientes","8.86"
"Chiapas","8.27"
"Puebla","6.85"
"Chihuahua","5.42"
"Coahuila de Zaragoza","3.44"
"Querétaro","3.26"
"Zacatecas","2.30"
"Guanajuato","2.07"
