"Estado","% Ocupación"
"Baja California Sur","58.49"
"Yucatán","48.85"
"Tabasco","37.29"
"Sonora","27.02"
"Oaxaca","26.50"
"Sinaloa","24.88"
"Tamaulipas","23.07"
"Ciudad de México","21.67"
"Colima","21.31"
"Quintana Roo","18.98"
"Nuevo León","16.70"
"Nayarit","13.58"
"Durango","11.29"
"San Luis Potosí","11.27"
"Jalisco","9.45"
"Tlaxcala","8.97"
"Michoacán de Ocampo","8.33"
"Baja California","8.22"
"México","8.18"
"Veracruz de Ignacio de La Llave","7.66"
"Hidalgo","7.48"
"Chihuahua","7.31"
"Campeche","7.25"
"Aguascalientes","6.97"
"Guerrero","6.39"
"Morelos","4.25"
"Puebla","4.25"
"Coahuila de Zaragoza","4.00"
"Chiapas","3.94"
"Zacatecas","3.12"
"Querétaro","1.98"
"Guanajuato","1.68"
