"Estado","% Ocupación"
"Yucatán","43.75"
"Baja California Sur","32.29"
"Tabasco","27.31"
"Quintana Roo","23.01"
"Nuevo León","19.96"
"Colima","19.23"
"Tamaulipas","17.06"
"Nayarit","16.88"
"Sonora","16.47"
"Campeche","15.49"
"Chihuahua","15.46"
"Sinaloa","14.70"
"Baja California","12.32"
"Aguascalientes","11.61"
"Oaxaca","10.95"
"Puebla","10.83"
"Ciudad de México","10.76"
"Guerrero","10.29"
"Michoacán de Ocampo","9.91"
"Tlaxcala","8.57"
"Veracruz de Ignacio de La Llave","8.48"
"Zacatecas","8.14"
"México","7.97"
"Chiapas","6.48"
"Hidalgo","5.92"
"Coahuila de Zaragoza","5.21"
"Durango","5.06"
"Jalisco","4.80"
"Querétaro","3.86"
"San Luis Potosí","3.50"
"Morelos","3.20"
"Guanajuato","1.04"
