"Estado","% Ocupación"
"Aguascalientes","21.42"
"Nuevo León","19.37"
"Colima","16.66"
"Ciudad de México","12.80"
"Sinaloa","12.56"
"Baja California Sur","11.84"
"Chihuahua","10.25"
"Coahuila de Zaragoza","9.55"
"Durango","9.47"
"Veracruz de Ignacio de La Llave","9.12"
"Hidalgo","8.74"
"Querétaro","7.92"
"Jalisco","7.86"
"Tamaulipas","6.45"
"Tlaxcala","6.38"
"Sonora","6.31"
"Baja California","5.70"
"Zacatecas","5.61"
"Puebla","4.90"
"Guerrero","4.69"
"Morelos","4.37"
"México","4.01"
"Oaxaca","3.89"
"San Luis Potosí","3.55"
"Guanajuato","3.52"
"Michoacán de Ocampo","2.89"
"Quintana Roo","2.25"
"Chiapas","1.53"
"Yucatán","1.38"
"Campeche","0.23"
"Nayarit","0.00"
"Tabasco","0.00"
