"Estado","% Ocupación"
"Yucatán","89.65"
"Tamaulipas","50.00"
"Quintana Roo","48.78"
"Sonora","42.50"
"Hidalgo","41.17"
"Oaxaca","40.00"
"Tabasco","39.13"
"Nuevo León","30.76"
"Querétaro","30.76"
"Sinaloa","26.66"
"Veracruz de Ignacio de La Llave","25.51"
"México","20.35"
"Zacatecas","16.66"
"Aguascalientes","16.12"
"Durango","15.21"
"Jalisco","14.49"
"Baja California Sur","14.28"
"Puebla","14.28"
"Michoacán de Ocampo","14.28"
"Campeche","13.33"
"Ciudad de México","10.33"
"Guanajuato","6.38"
"Chihuahua","6.25"
"Baja California","6.25"
"Guerrero","4.54"
"San Luis Potosí","4.34"
"Chiapas","2.12"
"Tlaxcala","0.00"
"Morelos","0.00"
"Colima","0.00"
"Nayarit","0.00"
"Coahuila de Zaragoza","0.00"
