"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","90.00"
"Zacatecas","72.22"
"Aguascalientes","51.61"
"Michoacán de Ocampo","45.45"
"Guanajuato","45.45"
"Yucatán","44.44"
"Puebla","43.39"
"Durango","41.86"
"Tabasco","32.50"
"Jalisco","30.15"
"México","29.76"
"Morelos","27.27"
"Ciudad de México","27.23"
"San Luis Potosí","26.66"
"Tamaulipas","24.69"
"Chihuahua","23.33"
"Chiapas","21.27"
"Sonora","20.93"
"Coahuila de Zaragoza","20.00"
"Nuevo León","19.22"
"Veracruz de Ignacio de La Llave","16.66"
"Baja California","14.28"
"Sinaloa","13.63"
"Quintana Roo","6.00"
"Guerrero","3.94"
"Hidalgo","3.57"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Campeche","0.00"
