"Estado","% Ocupación"
"Nayarit","20.00"
"Oaxaca","16.27"
"Durango","15.38"
"Aguascalientes","14.28"
"Sinaloa","11.92"
"Colima","10.63"
"Querétaro","8.73"
"Chihuahua","8.47"
"Sonora","8.16"
"Nuevo León","7.69"
"Zacatecas","7.69"
"Ciudad de México","7.29"
"Baja California Sur","6.81"
"Jalisco","5.37"
"Tamaulipas","4.93"
"Guerrero","4.87"
"Coahuila de Zaragoza","3.52"
"Veracruz de Ignacio de La Llave","3.44"
"Guanajuato","2.79"
"San Luis Potosí","2.65"
"Tlaxcala","2.32"
"Quintana Roo","1.50"
"México","1.43"
"Baja California","1.43"
"Yucatán","1.38"
"Michoacán de Ocampo","1.08"
"Morelos","0.78"
"Tabasco","0.54"
"Puebla","0.52"
"Campeche","0.30"
"Hidalgo","0.00"
"Chiapas","0.00"
