"Estado","% Ocupación"
"Querétaro","39.34"
"Durango","26.00"
"Aguascalientes","23.52"
"Sinaloa","22.11"
"Nayarit","21.62"
"Colima","20.58"
"Chihuahua","18.91"
"Nuevo León","18.18"
"Zacatecas","17.07"
"Veracruz de Ignacio de La Llave","15.20"
"Baja California Sur","14.66"
"Ciudad de México","14.65"
"Guerrero","14.28"
"Coahuila de Zaragoza","11.03"
"Tamaulipas","10.07"
"Oaxaca","9.27"
"Hidalgo","9.01"
"Tlaxcala","8.88"
"Quintana Roo","8.33"
"Jalisco","7.19"
"Tabasco","7.08"
"Sonora","5.55"
"Guanajuato","5.21"
"México","4.17"
"Baja California","3.79"
"Morelos","3.67"
"San Luis Potosí","3.53"
"Yucatán","3.09"
"Puebla","2.85"
"Campeche","1.66"
"Michoacán de Ocampo","1.64"
"Chiapas","0.00"
