"Estado","% Ocupación"
"Aguascalientes","27.16"
"Ciudad de México","26.84"
"Oaxaca","26.47"
"Hidalgo","22.88"
"Querétaro","22.36"
"Jalisco","21.57"
"Nuevo León","21.00"
"México","19.54"
"Tamaulipas","18.27"
"Colima","17.94"
"Michoacán de Ocampo","16.50"
"Baja California Sur","16.07"
"Nayarit","16.00"
"Puebla","15.69"
"Baja California","14.58"
"Morelos","14.51"
"Tabasco","14.28"
"Sonora","12.97"
"Tlaxcala","12.50"
"Durango","12.21"
"Chihuahua","12.10"
"Veracruz de Ignacio de La Llave","12.09"
"Coahuila de Zaragoza","11.40"
"Sinaloa","9.82"
"Yucatán","8.33"
"San Luis Potosí","7.93"
"Zacatecas","7.69"
"Guanajuato","6.69"
"Guerrero","6.41"
"Quintana Roo","4.66"
"Chiapas","4.00"
"Campeche","1.69"
