"Estado","% Ocupación"
"Baja California","39.83"
"Morelos","39.13"
"Aguascalientes","37.59"
"Nayarit","25.00"
"Tlaxcala","22.72"
"Jalisco","22.64"
"Puebla","20.90"
"Colima","18.82"
"Durango","18.68"
"Tabasco","18.53"
"Chihuahua","18.32"
"Ciudad de México","17.43"
"Michoacán de Ocampo","17.08"
"Querétaro","16.74"
"Yucatán","16.58"
"Nuevo León","16.08"
"Zacatecas","15.74"
"Hidalgo","15.32"
"Sonora","14.45"
"Veracruz de Ignacio de La Llave","14.15"
"Guanajuato","14.13"
"México","14.00"
"Oaxaca","13.79"
"Sinaloa","11.64"
"Tamaulipas","11.64"
"San Luis Potosí","11.57"
"Coahuila de Zaragoza","10.94"
"Campeche","6.66"
"Chiapas","6.00"
"Baja California Sur","4.25"
"Quintana Roo","3.96"
"Guerrero","3.24"
