"Estado","% Ocupación"
"Tlaxcala","100.00"
"Colima","100.00"
"Querétaro","95.00"
"Zacatecas","94.73"
"Durango","88.88"
"Yucatán","80.00"
"Veracruz de Ignacio de La Llave","79.67"
"Nuevo León","75.00"
"Aguascalientes","74.19"
"Michoacán de Ocampo","70.00"
"Jalisco","68.75"
"San Luis Potosí","67.92"
"Ciudad de México","67.61"
"Oaxaca","67.44"
"Hidalgo","66.66"
"Tamaulipas","64.16"
"Tabasco","59.18"
"Puebla","57.57"
"México","56.49"
"Sinaloa","55.66"
"Quintana Roo","51.11"
"Guanajuato","50.87"
"Baja California Sur","50.00"
"Morelos","48.57"
"Baja California","45.45"
"Coahuila de Zaragoza","40.00"
"Sonora","34.61"
"Guerrero","27.90"
"Chihuahua","27.27"
"Campeche","15.62"
"Chiapas","9.75"
"Nayarit","0.00"
