"Estado","% Ocupación"
"Tlaxcala","16.00"
"Aguascalientes","10.00"
"Oaxaca","5.71"
"Jalisco","5.05"
"Coahuila de Zaragoza","4.54"
"Yucatán","4.02"
"Ciudad de México","3.74"
"Colima","3.63"
"Puebla","3.31"
"Hidalgo","2.43"
"Chihuahua","2.09"
"Morelos","2.04"
"México","1.95"
"San Luis Potosí","1.94"
"Sinaloa","1.94"
"Querétaro","1.72"
"Durango","1.49"
"Veracruz de Ignacio de La Llave","1.44"
"Tamaulipas","1.15"
"Sonora","1.14"
"Nuevo León","1.00"
"Zacatecas","0.90"
"Chiapas","0.77"
"Quintana Roo","0.63"
"Michoacán de Ocampo","0.62"
"Guanajuato","0.46"
"Baja California","0.41"
"Campeche","0.00"
"Nayarit","0.00"
"Guerrero","0.00"
"Baja California Sur","0.00"
"Tabasco","0.00"
