"Estado","% Ocupación"
"Baja California","39.56"
"Chihuahua","37.94"
"Aguascalientes","37.27"
"Durango","17.91"
"Sonora","17.39"
"Coahuila de Zaragoza","14.47"
"Zacatecas","12.72"
"Ciudad de México","12.61"
"San Luis Potosí","11.11"
"Puebla","10.32"
"Tlaxcala","9.52"
"Oaxaca","8.16"
"Sinaloa","8.00"
"Tamaulipas","7.61"
"Jalisco","7.25"
"Morelos","7.14"
"Guanajuato","6.79"
"Colima","6.66"
"Nuevo León","6.56"
"Nayarit","6.52"
"Querétaro","6.36"
"Hidalgo","5.50"
"Yucatán","5.29"
"Veracruz de Ignacio de La Llave","5.04"
"México","4.75"
"Baja California Sur","3.96"
"Michoacán de Ocampo","3.64"
"Tabasco","2.58"
"Guerrero","2.39"
"Chiapas","0.76"
"Quintana Roo","0.50"
"Campeche","0.00"
