"Estado","% Ocupación"
"Chihuahua","64.35"
"Baja California","47.87"
"Sonora","46.95"
"Aguascalientes","44.59"
"Coahuila de Zaragoza","44.31"
"Durango","27.61"
"Nuevo León","25.79"
"Sinaloa","24.86"
"San Luis Potosí","23.65"
"Puebla","18.52"
"Guanajuato","16.55"
"Tamaulipas","14.49"
"Jalisco","12.99"
"Ciudad de México","12.46"
"Oaxaca","11.17"
"Querétaro","10.31"
"México","9.50"
"Hidalgo","9.31"
"Zacatecas","8.79"
"Baja California Sur","7.64"
"Veracruz de Ignacio de La Llave","7.47"
"Nayarit","5.81"
"Quintana Roo","5.80"
"Michoacán de Ocampo","5.72"
"Morelos","4.90"
"Guerrero","4.33"
"Yucatán","3.14"
"Tabasco","2.46"
"Colima","1.80"
"Tlaxcala","1.80"
"Campeche","1.46"
"Chiapas","0.99"
