"Estado","% Ocupación"
"Coahuila de Zaragoza","80.00"
"Chihuahua","56.75"
"Aguascalientes","53.12"
"Durango","52.17"
"Yucatán","50.00"
"Querétaro","43.75"
"Baja California","40.00"
"Sonora","39.21"
"Tamaulipas","35.41"
"Puebla","28.26"
"Ciudad de México","28.05"
"Michoacán de Ocampo","27.27"
"Nuevo León","25.80"
"Zacatecas","22.22"
"México","21.35"
"Guanajuato","18.96"
"Jalisco","17.48"
"Sinaloa","13.33"
"Tabasco","12.98"
"Hidalgo","7.69"
"San Luis Potosí","7.40"
"Campeche","6.66"
"Veracruz de Ignacio de La Llave","5.88"
"Colima","5.88"
"Guerrero","1.31"
"Oaxaca","0.00"
"Nayarit","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
"Tlaxcala","0.00"
