"Estado","% Ocupación"
"Tlaxcala","100.00"
"Puebla","55.30"
"Hidalgo","53.14"
"Aguascalientes","52.30"
"Nuevo León","48.60"
"Oaxaca","47.36"
"Querétaro","45.64"
"Morelos","45.34"
"Colima","44.44"
"Sonora","44.08"
"Baja California Sur","43.75"
"Coahuila de Zaragoza","43.61"
"Veracruz de Ignacio de La Llave","42.88"
"Ciudad de México","42.86"
"Nayarit","42.63"
"Durango","40.27"
"Jalisco","37.25"
"Tamaulipas","34.40"
"Sinaloa","34.19"
"San Luis Potosí","33.33"
"México","33.00"
"Tabasco","32.28"
"Chihuahua","31.55"
"Guanajuato","30.96"
"Guerrero","29.53"
"Campeche","27.08"
"Michoacán de Ocampo","24.38"
"Zacatecas","23.58"
"Quintana Roo","21.73"
"Baja California","21.64"
"Yucatán","10.32"
"Chiapas","6.77"
