"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","100"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
"Hospital General Cd. Valles","San Luis Potosí","SSA","SPSSA000356","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Hospital Comunitario Romita","Guanajuato","SSA","GTSSA003151","100"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","100"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","97"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","92"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","89"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","88"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","86"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","83"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","81"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","80"
"Hospital General Tijuana","Baja California","SSA","BCSSA000913","77"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","75"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","71"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","70"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","62"
"Acapulco","Guerrero","ISSSTE","GRIST000025","60"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","60"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","57"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","53"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","50"
"H.g. Jilotepec","México","SSA","MCSSA010053","50"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","50"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","50"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","50"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","48"
"Hospital General Las Américas","México","SSA","MCSSA010280","47"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","45"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","44"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","44"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","42"
"Hg Dr. Miguel Silva","Michoacán de Ocampo","SSA","MNSSA001891","38"
"Hospital General de Ensenada","Baja California","SSA","BCSSA000015","38"
"H.g. Dr. Fernando Quiroz Gutiérrez","México","SSA","MCSSA008945","33"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","33"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","33"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","33"
"Tlaxcala","Tlaxcala","ISSSTE","TLIST000042","33"
"Hospital Materno Perinatal Mónica Pretelini Sáenz","México","SSA","MCSSA007673","33"
"H.g. Tenancingo","México","SSA","MCSSA006430","33"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","33"
"Hies de Chihuahua","Chihuahua","SSA","CHSSA018514","33"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","32"
"Toluca","México","ISSSTE","MCIST000215","31"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","29"
"Hospital General de Mexicali","Baja California","SSA","BCSSA000440","28"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","28"
