"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"HG Hospital General San Fernando","Tamaulipas","SSA","TSSSA002192","100"
"Hospital General Pénjamo","Guanajuato","SSA","GTSSA002760","100"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hospital General Salamanca","Guanajuato","SSA","GTSSA003233","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","100"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","100"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","100"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","100"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","99"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","98"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","97"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","95"
"Hospital Regional Poza Rica","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000066","95"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","94"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","93"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","93"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","93"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","93"
