"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"El Fuerte","Sinaloa","IMSS-BIENESTAR","SLIMO000576","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","100"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","100"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","100"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","100"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","100"
"Hospital General San Francisco","Nayarit","SSA","NTSSA002084","100"
"Celaya","Guanajuato","ISSSTE","GTIST000045","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","100"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","100"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","100"
"Hospital Comunitario Tomatlan","Jalisco","SSA","JCSSA006115","100"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","100"
