"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"45/o. Batallón de Infantería","Veracruz de Ignacio de La Llave","SEDENA","VZSDN000186","100"
"Rioverde","San Luis Potosí","ISSSTE","SPIST000096","100"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","100"
"Hospital Militar Regional de Hermosillo Son.","Sonora","SEDENA","SRSDN000011","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Irapuato","Guanajuato","ISSSTE","GTIST000086","100"
"Hospital General Irapuato","Guanajuato","SSA","GTSSA001652","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Dr. Baudelio Villanueva","Tamaulipas","ISSSTE","TSIST000100","100"
"Hc Santos Reyes Nopala","Oaxaca","SSA","OCSSA020445","100"
"Guanajuato","Guanajuato","ISSSTE","GTIST000074","100"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","100"
"Hospital General Salvatierra","Guanajuato","SSA","GTSSA006495","100"
"Hospital General Juárez Arriaga","Chiapas","SSA","CSSSA000453","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital  Naval de Lazaro Cardenas","Michoacán de Ocampo","SEMAR","MNSMA000011","100"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hospital Militar de Zona de Villahermosa Tab.","Tabasco","SEDENA","TCSDN000011","100"
"Hgsmf 4 Tecoman","Colima","IMSS","CMIMS000104","100"
"Hospital Militar Regional de San Luis Potosí Slp.","San Luis Potosí","SEDENA","SPSDN000015","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","100"
"Monclova","Coahuila de Zaragoza","ISSSTE","CLIST000065","100"
"Hospital Naval de Tampico","Tamaulipas","SEMAR","TSSMA000032","100"
"Hospital General de Tampico Dr. Carlos Canseco","Tamaulipas","SSA","TSSSA005151","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","100"
"HG Hospital General San Fernando","Tamaulipas","SSA","TSSSA002192","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
