"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","100"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital Comunitario San Francisco del Rincón","Guanajuato","SSA","GTSSA003793","100"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Hgz 2 Tuxtla Gutiérrez","Chiapas","IMSS","CSIMS000251","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hes Puebla","Puebla","IMSS","PLIMS000200","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hgsmf 30 Guamuchil","Sinaloa","IMSS","SLIMS000411","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"San Cristobal de Las Casas","Chiapas","ISSSTE","CSIST000193","100"
"Rio Bravo","Tamaulipas","ISSSTE","TSIST000170","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
