"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Enfermería Militar de Ixtepec Oax.","Oaxaca","SEDENA","OCSDN000014","100"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","100"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"San Cristobal de Las Casas","Chiapas","ISSSTE","CSIST000193","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000226","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hospital Materno Infantil de Coatzacoalcos","Veracruz de Ignacio de La Llave","SSA","VZSSA008290","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital de Especialidades de Chetumal","Quintana Roo","SSA","QRSSA001843","100"
"Hospital Militar de Zona de Mexicali B. C.","Baja California","SEDENA","BCSDN000012","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Hospital Militar de Zona de Guadalupe Zac.","Zacatecas","SEDENA","ZSSDN000016","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Enfermería Militar de San Miguel de Los Jagueyes Mex.","México","SEDENA","MCSDN000035","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","100"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"Hgzmf 10 S. Ixcuintla","Nayarit","IMSS","NTIMS000144","100"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hgz 2 Tuxtla Gutiérrez","Chiapas","IMSS","CSIMS000251","98"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","98"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","97"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","97"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","96"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","96"
"Hospital del Niño Morelense","Morelos","SSA","MSSSA002863","95"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","95"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","95"
"Hospital General León","Guanajuato","SSA","GTSSA005683","94"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","94"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","94"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","94"
"Hes 2 Cm Obregon","Sonora","IMSS","SRIMS000150","93"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","93"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","93"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","92"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","92"
"Hospital General Regional Dr. Guillermo Soberón Acevedo","Guerrero","SSA","GRSSA010061","92"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","90"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","90"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","90"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","89"
"Hospital General de Mexicali","Baja California","SSA","BCSSA000440","89"
"Hospital General de Huejotzingo","Puebla","SSA","PLSSA009001","88"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","88"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","88"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","87"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","87"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","87"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","87"
"Hospital General Torreón (Baja)","Coahuila de Zaragoza","SSA","CLSSA001614","86"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","86"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","85"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","85"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","85"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","84"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","84"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","84"
"Celaya","Guanajuato","ISSSTE","GTIST000045","83"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","83"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","83"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","83"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","83"
"Hospital Naval de Veracruz","Veracruz de Ignacio de La Llave","SEMAR","VZSMA000040","83"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","82"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","82"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","81"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","80"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","80"
"Huejutla de Reyes","Hidalgo","ISSSTE","HGIST000041","80"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","79"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","79"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","79"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","79"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","79"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","78"
"Hospital Integral Ixtlán del Río","Nayarit","SSA","NTSSA000474","78"
"HGS 12 San Luis R. Colorado","Baja California","IMSS","BCIMS000064","78"
"Hospital General Xoco","Ciudad de México","SSA","DFSSA003162","77"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","75"
"Dr. Roberto Nettel F.","Chiapas","ISSSTE","CSIST000210","75"
"Acapulco","Guerrero","ISSSTE","GRIST000025","74"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","74"
"Hg Hospital General de Matamoros Dr. Alfredo Pumarejo","Tamaulipas","SSA","TSSSA001031","73"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","72"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","71"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","71"
"Hgz 46 Dr. B Reynés B","Tabasco","IMSS","TCIMS000121","70"
"Hospital Regional de Alta Especialidad Dr. Juan Graham Casasus","Tabasco","SSA","TCSSA001064","70"
"6/o. Batallón de Fuerzas Especiales","México","SEDENA","MCSDN000390","70"
"HG de Axochiapan Dr. Ángel Ventura Neri","Morelos","SSA","MSSSA000080","70"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","70"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","69"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","69"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","68"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","68"
"Apatzingan de La Constitucion","Michoacán de Ocampo","ISSSTE","MNIST000016","67"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","67"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","67"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","67"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","66"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","65"
"Hospital General Tuxpan Dr. Emilio Alcazar","Veracruz de Ignacio de La Llave","SSA","VZSSA006815","65"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","65"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","64"
"Hospital General Los Mochis","Sinaloa","SSA","SLSSA000024","64"
"Hospital General de Playa del Carmen","Quintana Roo","SSA","QRSSA018001","64"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","62"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","62"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","62"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","62"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","62"
"Toluca","México","ISSSTE","MCIST000215","62"
"Hgz 67 Apodaca","Nuevo León","IMSS","NLIMS000636","62"
"Sanatorio Naval de Pto. Vallarta","Jalisco","SEMAR","JCSMA000011","61"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","61"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","60"
"Hospital Regional Tepatitlan","Jalisco","SSA","JCSSA005584","60"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","60"
"Hgzmf 4 Cd. Carmen","Campeche","IMSS","CCIMS000045","60"
"H.g. Tenancingo","México","SSA","MCSSA006430","60"
"Tlaxcala","Tlaxcala","ISSSTE","TLIST000042","59"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","59"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","58"
"Instituto Nacional de Cardiología Ignacio Chávez","Ciudad de México","SSA/CC","DFSSA004031","58"
"Hospital Militar Regional de Torreón Coah.","Coahuila de Zaragoza","SEDENA","CLSDN000013","58"
"Hospital General de Chalco","México","SSA","MCSSA001682","58"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","57"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","57"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","57"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","57"
"Hospital General Regional No. 58","Guanajuato","IMSS","GTIMS000564","56"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","56"
"Hgsmf 3 Chilpancingo","Guerrero","IMSS","GRIMS000100","56"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","55"
"Hgzmf 8 Ensenada","Baja California","IMSS","BCIMS000011","55"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","53"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","53"
"Hospital General Acapulco","Guerrero","SSA","GRSSA000010","53"
"6/o. Regimiento Bilndado de Recnocimiento","Puebla","SEDENA","PLSDN000155","53"
"19 Tuxtla","Chiapas","SSA","CSSSA009471","53"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","53"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","53"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","53"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","52"
"Hgzmf 36 Coatzacoalcos","Veracruz de Ignacio de La Llave","IMSS","VZIMS000231","51"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","51"
"Hgzmf 1 Pachuca","Hidalgo","IMSS","HGIMS000082","51"
"Hospital General de Guamuchil","Sinaloa","SSA","SLSSA018113","50"
"Hospital de La Mujer","Michoacán de Ocampo","SSA","MNSSA001862","50"
"Puerto Vallarta","Jalisco","ISSSTE","JCIST000086","50"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","50"
"Hospital Comunitario San Diego de La Union","Guanajuato","SSA","GTSSA017501","50"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","50"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","50"
"Hospital General Silao","Guanajuato","SSA","GTSSA017023","50"
"Hgs 7 La Piedad","Michoacán de Ocampo","IMSS","MNIMS000260","50"
"Hgzmf 8 Zihuatanejo","Guerrero","IMSS","GRIMS000124","50"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","50"
"Hgzmf 16 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000432","50"
