"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgz 24 Poza Rica","Veracruz de Ignacio de La Llave","IMSS","VZIMS000832","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","95"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","94"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","88"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","68"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","67"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","57"
"Hgzmf 10 S. Ixcuintla","Nayarit","IMSS","NTIMS000144","56"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","52"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","51"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","50"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","50"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","47"
"Hgz 18 Playa del Carmen","Quintana Roo","IMSS","QRIMS000154","45"
"HGZMF 5 Nogales","Sonora","IMSS","SRIMS000606","45"
