"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","100"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"HG Hospital General San Fernando","Tamaulipas","SSA","TSSSA002192","100"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital General Actopan","Hidalgo","SSA","HGSSA000156","100"
"H.g. Ma. Socorro Quiroga Aguilar","Campeche","SSA","CCSSA000363","100"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Fray Junipero Serra","Baja California","ISSSTE","BCIST000093","100"
"Hospital General Salamanca","Guanajuato","SSA","GTSSA003233","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","100"
"Hospital General Acambaro Miguel Hidalgo","Guanajuato","SSA","GTSSA017414","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","100"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","99"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","97"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","96"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","93"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","93"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","93"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","92"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","92"
"Hospital General Las Américas","México","SSA","MCSSA010280","91"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","91"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","91"
"Hospital del Niño Morelense","Morelos","SSA","MSSSA002863","91"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","91"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","91"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","90"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","89"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","88"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","87"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","85"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","85"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","84"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","84"
"Hg de Cuernavaca Dr. Jose G. Parres","Morelos","SSA","MSSSA000466","83"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","82"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","81"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","81"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","81"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","81"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","80"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","80"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","79"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","79"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","78"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","77"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","76"
"Hospital General Ixtapan de La Sal","México","SSA","MCSSA010251","75"
"Hospital General Tuxpan Dr. Emilio Alcazar","Veracruz de Ignacio de La Llave","SSA","VZSSA006815","75"
"Acapulco","Guerrero","ISSSTE","GRIST000025","75"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","74"
"Hospital General de Chalco","México","SSA","MCSSA001682","74"
"Hgr 17 Cancun","Quintana Roo","IMSS","QRIMS000142","73"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","73"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","73"
"Hospital General de Axapusco","México","SSA","MCSSA014143","71"
