"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","62"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","33"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","25"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","25"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","23"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","20"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","15"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","14"
"Monterrey","Nuevo León","ISSSTE","NLIST000105","10"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","9"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","9"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","8"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","7"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","6"
"Toluca","México","ISSSTE","MCIST000215","5"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","4"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","4"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","0"
"Fray Junipero Serra","Baja California","ISSSTE","BCIST000093","0"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","0"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","0"
"5 de Diciembre","Baja California","ISSSTE","BCIST000040","0"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","0"
"Zacatecas","Zacatecas","ISSSTE","ZSIST000160","0"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","0"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","0"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","0"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","0"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","0"
"Merida","Yucatán","ISSSTE","YNIST000030","0"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","0"
"Presidente Gral. Lazaro Cardenas","Chihuahua","ISSSTE","CHIST000030","0"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","0"
"Hr_issste","Puebla","ISSSTE","PLIST000101","0"
"Dr. Jose Ma. Rodriguez","Coahuila de Zaragoza","ISSSTE","CLIST000106","0"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","0"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","0"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","0"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","0"
"Tlaxcala","Tlaxcala","ISSSTE","TLIST000042","0"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","0"
"Leon","Guanajuato","ISSSTE","GTIST000091","0"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","0"
"Dr. Ismael Vazquez Ortiz","Querétaro","ISSSTE","QTIST000046","0"
"Valentin Gomez Farias","Jalisco","ISSSTE","JCIST000132","0"
